no,Replicate,id,j,a,b,c,z,x1,x2,x3,E,y,
21,84,1,33540,0.26052,0.88327,0.97844,-0.99108,20.42060,45.33080,49.13780,-413.28000,-109.61000,
22,84,1,34539,0.27402,0.53770,0.21407,1.50074,20.96070,31.50800,18.56280,659.35000,924.03000,
23,84,1,37917,0.42648,0.71800,0.21719,-0.33570,27.05930,38.72010,18.68750,-245.80000,87.20000,
24,84,1,40138,0.44916,0.64098,0.33216,-0.01510,27.96630,35.63940,23.28620,-11.81000,331.77000,
25,84,1,44202,0.30154,0.07466,0.99264,0.53564,22.06170,12.98620,49.70580,260.71000,549.02000,
26,84,1,45037,0.78256,0.79481,0.55770,0.28876,41.30250,41.79250,32.30820,492.59000,984.72000,
27,84,1,45887,0.02362,0.31608,0.43345,-1.38107,10.94490,22.64330,27.33810,-165.44000,-1.01000,
28,84,1,46638,0.31492,0.51416,0.37384,-0.04005,22.59700,30.56650,24.95380,-20.45000,266.04000,
29,84,1,49707,0.00255,0.80971,0.26813,0.77806,10.10200,42.38840,20.72530,79.40000,248.53000,
30,84,1,49778,0.52042,0.99789,0.06882,-0.45186,30.81670,49.91560,12.75260,-429.12000,-53.29000,
1,85,1,947,0.15735,0.09473,0.83199,1.07128,16.29390,13.78920,43.27940,284.42000,509.42000,
2,85,1,1458,0.52109,0.37135,0.74133,-0.53720,30.84380,24.85390,39.65300,-511.06000,-133.12000,
3,85,1,2995,0.37223,0.21864,0.22804,-0.26593,24.88930,18.74540,19.12140,-164.74000,127.02000,
4,85,1,4600,0.32242,0.90943,0.54717,-1.01212,22.89690,46.37720,31.88670,-530.62000,-218.39000,
5,85,1,5037,0.05039,0.63269,0.17728,1.02929,12.01580,35.30740,17.09110,148.61000,326.16000,
6,85,1,5992,0.40866,0.27834,0.79206,-0.93117,26.34650,21.13370,41.68240,-646.36000,-315.08000,
7,85,1,6049,0.22625,0.44810,0.09500,1.42673,19.04990,27.92410,13.79990,517.76000,754.98000,
8,85,1,6286,0.81961,0.34512,0.50896,0.38029,42.78460,23.80480,30.35830,696.14000,1183.14000,
9,85,1,11457,0.49192,0.86738,0.16840,-0.73385,29.67670,44.69510,16.73610,-646.30000,-283.11000,
10,85,1,16005,0.18848,0.38546,0.31052,1.54713,17.53910,25.41820,22.42070,475.93000,704.16000,
11,85,1,16302,0.41864,0.55546,0.30608,1.71152,26.74550,32.21830,22.24320,1224.28000,1551.20000,
12,85,1,17107,0.25288,0.93420,0.56526,1.82438,20.11510,47.36820,32.61040,738.17000,1024.30000,
13,85,1,18090,0.29728,0.09232,0.57138,0.35292,21.89130,13.69280,32.85520,169.13000,439.59000,
14,85,1,18429,0.99837,0.72970,0.46464,-0.28200,49.93480,39.18810,28.58560,-703.17000,-131.05000,
15,85,1,20974,0.47921,0.89237,0.26243,0.08257,29.16840,45.69460,20.49700,70.25000,433.12000,
16,85,1,24330,0.07901,0.23898,0.56605,0.74853,13.16050,19.55930,32.64190,129.64000,318.45000,
17,85,1,30022,0.72219,0.53972,0.08082,-0.49107,38.88780,31.58870,13.23280,-742.62000,-303.92000,
18,85,1,30418,0.52851,0.71633,0.66712,-2.00116,31.14050,38.65330,36.68490,-1940.59000,-1548.84000,
19,85,1,32386,0.28741,0.37721,0.95329,0.11649,21.49660,25.08840,48.13160,53.83000,347.02000,
20,85,1,32390,0.34344,0.32436,0.73813,-0.02547,23.73740,22.97420,39.52510,-14.35000,290.52000,
21,85,1,34437,0.30854,0.02365,0.53166,-0.02263,22.34140,10.94580,31.26620,-11.30000,259.33000,
22,85,1,34780,0.79997,0.81867,0.33546,-0.30144,41.99860,42.74680,23.41840,-531.70000,-40.55000,
23,85,1,35756,0.97517,0.36150,0.05840,-0.59535,49.00690,24.46010,12.33610,-1429.85000,-897.98000,
24,85,1,37190,0.86109,0.21692,0.23039,-0.98610,44.44350,18.67660,19.21570,-1947.76000,-1460.44000,
25,85,1,38008,0.94046,0.21098,0.27065,-0.05221,47.61820,18.43920,20.82620,-118.38000,402.07000,
26,85,1,39879,0.11174,0.17636,0.15047,-0.40421,14.46980,17.05460,16.01900,-84.63000,98.14000,
27,85,1,40917,0.73254,0.41531,0.45753,1.11506,39.30150,26.61240,28.30140,1722.33000,2175.25000,
28,85,1,44300,0.49890,0.47659,0.67530,-0.12034,29.95620,29.06340,37.01210,-107.99000,262.64000,
29,85,1,46154,0.68020,0.18362,0.95256,-0.24353,37.20790,17.34490,48.10240,-337.14000,105.38000,
30,85,1,49715,0.06438,0.10249,0.28775,-1.19151,12.57530,14.09960,21.51010,-188.42000,-22.06000,
1,86,1,1962,0.66219,0.56717,0.41000,-1.20613,36.48750,32.68680,26.40020,-1605.77000,-1176.81000,
2,86,1,2520,0.06633,0.40741,0.37347,0.66440,12.65310,26.29650,24.93890,106.37000,289.14000,
3,86,1,3942,0.95476,0.44678,0.79159,-1.22176,48.19050,27.87130,41.66370,-2837.33000,-2280.89000,
4,86,1,6769,0.40889,0.54626,0.67688,0.08218,26.35550,31.85020,37.07540,57.08000,394.56000,
5,86,1,6960,0.79866,0.24010,0.87126,-0.37926,41.94640,19.60400,44.85060,-667.30000,-178.38000,
6,86,1,8698,0.04436,0.81051,0.14846,1.18054,11.77440,42.42040,15.93850,163.67000,344.77000,
7,86,1,10640,0.93599,0.24760,0.11509,-0.23614,47.43960,19.90390,14.60340,-531.43000,-17.53000,
8,86,1,12760,0.30092,0.72374,0.62833,-0.92142,22.03680,38.94960,35.13340,-447.46000,-148.01000,
9,86,1,15926,0.57998,0.90188,0.37569,0.90239,33.19910,46.07510,25.02760,994.59000,1402.69000,
10,86,1,18889,0.86424,0.27065,0.60320,0.81950,44.56980,20.82600,34.12820,1627.91000,2133.56000,
11,86,1,22565,0.37582,0.75050,0.00735,-0.02248,25.03260,40.01990,10.29410,-14.09000,291.55000,
12,86,1,23759,0.95765,0.68670,0.99639,-1.03111,48.30610,37.46800,49.85550,-2406.08000,-1830.70000,
13,86,1,24133,0.46110,0.28725,0.88324,0.53126,28.44380,21.48980,45.32960,429.82000,786.07000,
14,86,1,27276,0.50989,0.19206,0.15523,2.48093,30.39580,17.68250,16.20920,2292.14000,2634.99000,
15,86,1,29699,0.32295,0.60705,0.31430,0.66589,22.91810,34.28220,22.57210,349.75000,640.78000,
16,86,1,33043,0.06676,0.51490,0.70509,0.93109,12.67020,30.59600,38.20370,149.47000,349.97000,
17,86,1,33338,0.88048,0.49463,0.76733,1.36825,45.21940,29.78520,40.69320,2797.79000,3325.47000,
18,86,1,33940,0.24388,0.28421,0.34560,0.20846,19.75530,21.36860,23.82390,81.36000,329.10000,
19,86,1,34738,0.59255,0.67683,0.78852,0.51771,33.70210,37.07330,41.54090,588.04000,1008.67000,
20,86,1,38355,0.54879,0.28920,0.59332,0.20067,31.95170,21.56800,33.73280,204.86000,584.68000,
21,86,1,40709,0.31034,0.63448,0.79113,0.30251,22.41360,35.37900,41.64540,151.97000,458.13000,
22,86,1,41583,0.45484,0.68001,0.06476,-0.49178,28.19380,37.20050,12.59060,-390.91000,-54.18000,
23,86,1,41858,0.62389,0.27617,0.21670,-0.70256,34.95560,21.04700,18.66810,-858.45000,-464.18000,
24,86,1,43764,0.99550,0.39645,0.51356,-0.02127,49.81990,25.85810,30.54240,-52.80000,506.80000,
25,86,1,46853,0.16904,0.27494,0.12122,-0.17223,16.76170,20.99760,14.84870,-48.39000,160.08000,
26,86,1,47322,0.05099,0.60247,0.07484,0.71409,12.03980,34.09900,12.99380,103.51000,276.00000,
27,86,1,47518,0.95452,0.93671,0.56467,0.30392,48.18070,47.46820,32.58700,705.51000,1272.37000,
28,86,1,47860,0.52642,0.25600,0.84694,0.12400,31.05700,20.24000,43.87770,119.60000,499.29000,
29,86,1,48957,0.26098,0.78016,0.81459,0.14251,20.43920,41.20650,42.58350,59.54000,352.72000,
30,86,1,49964,0.42561,0.87988,0.24441,0.01851,27.02460,45.19530,19.77640,13.52000,353.74000,
1,87,1,2836,0.11027,0.56489,0.33211,-0.72667,14.41060,32.59570,23.28450,-150.90000,54.08000,
2,87,1,3343,0.62979,0.22431,0.93254,-0.90921,35.19160,18.97240,47.30170,-1126.00000,-702.81000,
3,87,1,3633,0.64542,0.96961,0.10634,-0.59862,35.81670,48.78450,14.25380,-767.93000,-341.72000,
4,87,1,3717,0.12020,0.92412,0.03884,-2.03795,14.80820,46.96460,11.55360,-446.89000,-235.29000,
5,87,1,4368,0.64027,0.27851,0.83037,-0.16209,35.61070,21.14040,43.21490,-205.56000,219.91000,
6,87,1,4456,0.27250,0.14981,0.99686,-0.74229,20.90020,15.99220,49.87440,-324.25000,-44.38000,
7,87,1,12940,0.70352,0.09980,0.40142,0.43539,38.14100,13.99200,26.05690,633.37000,1059.83000,
8,87,1,21943,0.88155,0.49606,0.58219,1.91507,45.26180,29.84260,33.28760,3923.27000,4444.02000,
9,87,1,22368,0.75797,0.35865,0.65298,0.53964,40.31890,24.34590,36.11910,877.25000,1345.91000,
10,87,1,23145,0.19036,0.94229,0.06736,-0.03370,17.61460,47.69150,12.69430,-10.46000,231.08000,
11,87,1,25278,0.69815,0.83072,0.14736,2.50106,37.92610,43.22880,15.89450,3597.50000,4040.88000,
12,87,1,25753,0.64726,0.86206,0.35961,-0.21648,35.89050,44.48220,24.38440,-278.85000,153.92000,
13,87,1,26747,0.30348,0.77849,0.67306,-0.68966,22.13920,41.13960,36.92220,-338.03000,-33.58000,
14,87,1,27493,0.43625,0.29093,0.26199,-0.37006,27.45010,21.63700,20.47980,-278.85000,42.77000,
15,87,1,28121,0.12546,0.69854,0.72644,0.58042,15.01860,37.94170,39.05770,130.92000,363.10000,
16,87,1,28205,0.46327,0.57898,0.49671,0.97660,28.53060,33.15930,29.86830,794.95000,1148.29000,
17,87,1,33564,0.32224,0.29124,0.91869,1.66575,22.88940,21.64970,46.74770,872.73000,1175.02000,
18,87,1,34605,0.92398,0.12334,0.27314,1.12634,46.95920,14.93370,20.92540,2483.77000,2994.22000,
19,87,1,35486,0.35871,0.40433,0.99812,0.71078,24.34830,26.17310,49.92470,421.38000,745.96000,
20,87,1,36349,0.23464,0.16645,0.99752,0.46274,19.38560,16.65790,49.90080,173.90000,439.31000,
21,87,1,36808,0.41256,0.49491,0.47942,1.98782,26.50240,29.79620,29.17690,1396.19000,1725.19000,
22,87,1,40300,0.45289,0.78828,0.03609,0.33901,28.11570,41.53110,11.44340,267.98000,607.11000,
23,87,1,40462,0.94103,0.32889,0.50821,1.26388,47.64110,23.15550,30.32840,2868.59000,3403.49000,
24,87,1,41227,0.08304,0.38812,0.92202,0.00283,13.32180,25.52480,46.88080,0.50000,211.13000,
25,87,1,41616,0.47826,0.88141,0.18514,0.40589,29.13050,45.25640,17.40550,344.43000,703.40000,
26,87,1,41617,0.76353,0.89984,0.22905,0.67525,40.54140,45.99370,19.16220,1109.84000,1585.41000,
27,87,1,44238,0.64597,0.97501,0.17056,-1.20151,35.83860,49.00060,16.82260,-1543.22000,-1114.01000,
28,87,1,45684,0.46232,0.44184,0.72065,0.28026,28.49290,27.67370,38.82590,227.53000,583.95000,
29,87,1,47569,0.17004,0.95536,0.06271,-0.08223,16.80170,48.21440,12.50850,-23.21000,210.53000,
30,87,1,47574,0.36081,0.50995,0.71683,1.04520,24.43260,30.39810,38.67330,623.93000,942.33000,
1,88,1,1516,0.48232,0.43705,0.08581,0.69528,29.29270,27.48190,13.43250,596.60000,935.44000,
2,88,1,3380,0.04115,0.48558,0.11620,1.99547,11.64600,29.42340,14.64820,270.64000,436.17000,
3,88,1,5838,0.78179,0.47942,0.89099,0.35216,41.27170,29.17700,45.63960,599.85000,1092.38000,
4,88,1,7203,0.44505,0.03311,0.87164,-1.82720,27.80190,11.32440,44.86560,-1412.33000,-1073.12000,
5,88,1,9004,0.20029,0.62672,0.27451,-0.38689,18.01170,35.06890,20.98040,-125.51000,115.65000,
6,88,1,10219,0.68891,0.82096,0.55774,0.48714,37.55620,42.83820,32.30960,687.09000,1142.80000,
7,88,1,10434,0.05035,0.86907,0.10607,-0.18308,12.01390,44.76300,14.24290,-26.42000,157.72000,
8,88,1,10509,0.18863,0.26854,0.87042,-0.19662,17.54530,20.74140,44.81700,-60.53000,185.48000,
9,88,1,10987,0.61566,0.02693,0.18266,-0.97228,34.62640,11.07710,17.30630,-1165.75000,-786.11000,
10,88,1,11583,0.52113,0.90600,0.41191,0.11077,30.84530,46.24010,26.47650,105.39000,491.56000,
11,88,1,13574,0.42196,0.29755,0.84873,0.36442,26.87830,21.90190,43.94920,263.27000,602.91000,
12,88,1,18203,0.56091,0.11930,0.48627,0.59180,32.43640,14.77190,29.45070,622.64000,996.23000,
13,88,1,19529,0.07759,0.17985,0.99843,0.20679,13.10380,17.19390,49.93720,35.51000,238.68000,
14,88,1,20571,0.98734,0.65031,0.66747,-0.20422,49.49350,36.01250,36.69860,-500.26000,72.39000,
15,88,1,28975,0.07049,0.15478,0.94197,0.21400,12.81960,16.19130,47.67890,35.17000,232.24000,
16,88,1,29685,0.71289,0.56574,0.48008,-0.35962,38.51570,32.62960,29.20300,-533.48000,-81.49000,
17,88,1,32229,0.17667,0.95325,0.92881,-0.92111,17.06670,48.12990,47.15240,-268.29000,2.66000,
18,88,1,35562,0.15468,0.30175,0.07295,-0.18994,16.18740,22.07000,12.91800,-49.77000,152.09000,
19,88,1,39618,0.00321,0.60674,0.20890,-1.09815,10.12820,34.26950,18.35590,-112.65000,46.26000,
20,88,1,42634,0.00655,0.53703,0.38029,0.89351,10.26220,31.48140,25.21150,94.10000,258.41000,
21,88,1,43803,0.88976,0.19018,0.81912,-1.23560,45.59040,17.60730,42.76500,-2568.18000,-2046.90000,
22,88,1,44627,0.44574,0.55482,0.27127,0.47591,27.82980,32.19300,20.85070,368.59000,704.93000,
23,88,1,44847,0.01124,0.71859,0.72461,0.02239,10.44940,38.74360,38.98430,2.45000,189.67000,
24,88,1,45171,0.80397,0.53733,0.32622,0.59634,42.15880,31.49330,23.04870,1059.91000,1541.04000,
25,88,1,45405,0.89329,0.84009,0.33945,1.54446,45.73160,43.60350,23.57790,3230.06000,3759.56000,
26,88,1,46571,0.14860,0.95402,0.64824,-1.52310,15.94420,48.16080,35.92950,-387.20000,-138.67000,
27,88,1,46967,0.52378,0.89918,0.09117,-0.55054,30.95120,45.96720,13.64660,-527.40000,-153.27000,
28,88,1,47882,0.82855,0.08071,0.02880,1.46767,43.14210,13.22850,11.15210,2731.68000,3192.48000,
29,88,1,48412,0.27769,0.31801,0.74484,-0.22830,21.10750,22.72050,39.79370,-101.71000,176.88000,
30,88,1,49433,0.47127,0.48265,0.89326,-0.43666,28.85070,29.30590,45.73050,-363.46000,5.09000,
1,89,1,5,0.75649,0.00734,0.57889,0.22706,40.25940,10.29350,33.15550,368.03000,819.07000,
2,89,1,832,0.11328,0.76462,0.78534,2.77316,14.53120,40.58490,41.41340,585.57000,817.88000,
3,89,1,961,0.14918,0.39744,0.63447,0.12058,15.96730,25.89760,35.37900,30.74000,256.69000,
4,89,1,3547,0.25569,0.71738,0.52048,2.81974,20.22750,38.69520,30.81910,1153.70000,1430.49000,
5,89,1,4260,0.67785,0.13424,0.64912,-0.03406,37.11380,15.36980,35.96490,-46.91000,380.56000,
6,89,1,9222,0.59971,0.98044,0.13571,-1.00748,33.98830,49.21750,15.42850,-1163.84000,-754.31000,
7,89,1,13612,0.82915,0.71063,0.56218,-0.33634,43.16610,38.42510,32.48710,-626.71000,-119.14000,
8,89,1,14016,0.81186,0.33091,0.77709,-0.47765,42.47430,23.23640,41.08380,-861.71000,-367.65000,
9,89,1,15041,0.26292,0.44365,0.76420,1.25530,20.51700,27.74600,40.56800,528.41000,806.90000,
10,89,1,15132,0.03522,0.07114,0.28139,-1.19136,11.40880,12.84560,21.25540,-155.07000,-1.88000,
11,89,1,15172,0.79414,0.28990,0.21614,0.15830,41.76550,21.59620,18.64570,276.13000,739.02000,
12,89,1,15213,0.69033,0.94906,0.50838,0.14613,37.61320,47.96250,30.33510,206.74000,666.17000,
13,89,1,18515,0.59900,0.40288,0.79582,0.90595,33.95980,26.11530,41.83280,1044.80000,1457.35000,
14,89,1,19418,0.85752,0.09018,0.38755,-0.46746,44.30090,13.60700,25.50220,-917.42000,-430.30000,
15,89,1,19966,0.28538,0.08029,0.06430,0.09759,21.41530,13.21170,12.57190,44.75000,289.69000,
16,89,1,20497,0.09232,0.49275,0.09517,0.47424,13.69260,29.71000,13.80670,88.91000,274.36000,
17,89,1,24001,0.42850,0.97130,0.58578,0.77138,27.14000,48.85190,33.43120,568.19000,926.87000,
18,89,1,27210,0.05460,0.78481,0.05289,-1.66691,12.18380,41.39230,12.11560,-247.45000,-67.10000,
19,89,1,34277,0.80101,0.80023,0.35580,-1.24579,42.04030,42.00900,24.23190,-2201.79000,-1710.14000,
20,89,1,36737,0.88190,0.17705,0.53720,-1.04482,45.27600,17.08200,31.48810,-2141.80000,-1635.47000,
21,89,1,37298,0.86497,0.87666,0.78131,0.14023,44.59890,45.06630,41.25260,278.92000,816.23000,
22,89,1,37680,0.44109,0.34569,0.98012,0.44827,27.64370,23.82770,49.20470,342.56000,697.03000,
23,89,1,39412,0.11167,0.96486,0.27949,1.01773,14.46670,48.59450,21.17940,213.00000,432.44000,
24,89,1,40918,0.14249,0.17499,0.93664,-0.71171,15.69950,16.99960,47.46540,-175.42000,51.04000,
25,89,1,41370,0.22257,0.39644,0.81297,0.31187,18.90290,25.85770,42.51880,111.44000,373.84000,
26,89,1,41970,0.96212,0.00005,0.43095,-1.26100,48.48480,10.00200,27.23780,-2964.33000,-2437.24000,
27,89,1,42078,0.30380,0.89460,0.83869,0.94799,22.15210,45.78400,43.54750,465.19000,781.05000,
28,89,1,42885,0.99653,0.83835,0.92565,-0.96489,49.86110,43.53380,47.02590,-2398.83000,-1804.66000,
29,89,1,44141,0.08157,0.56057,0.19644,-0.58397,13.26260,32.42260,17.85750,-102.72000,85.19000,
30,89,1,45105,0.70862,0.23706,0.03217,-0.14430,38.34490,19.48230,11.28690,-212.16000,207.06000,
1,90,1,418,0.72490,0.35097,0.58951,-0.47533,38.99590,24.03880,33.58050,-722.83000,-270.25000,
2,90,1,1054,0.83135,0.69850,0.26687,-0.95345,43.25410,37.93990,20.67480,-1783.83000,-1287.67000,
3,90,1,1310,0.00410,0.38020,0.74318,-1.10689,10.16400,25.20820,39.72720,-114.35000,57.23000,
4,90,1,4075,0.82341,0.91863,0.95404,0.16824,42.93640,46.74520,48.16180,310.16000,839.43000,
5,90,1,7570,0.68567,0.30885,0.35713,-0.65032,37.42660,22.35400,24.28530,-910.94000,-485.03000,
6,90,1,8943,0.60478,0.01864,0.54291,-0.29031,34.19120,10.74570,31.71620,-339.39000,49.99000,
7,90,1,10208,0.27965,0.15834,0.17302,0.35229,21.18590,16.33370,16.92070,158.12000,408.23000,
8,90,1,15048,0.00064,0.46767,0.37455,-0.14702,10.02570,28.70670,24.98200,-14.78000,144.17000,
9,90,1,16509,0.81901,0.64232,0.50440,-0.58105,42.76050,35.69260,30.17590,-1062.42000,-563.95000,
10,90,1,18024,0.51995,0.52073,0.29027,-0.68132,30.79810,30.82930,21.61090,-646.25000,-280.83000,
11,90,1,19557,0.18815,0.38372,0.83897,-1.45206,17.52580,25.34880,43.55870,-446.01000,-196.84000,
12,90,1,21015,0.63460,0.95866,0.05401,0.59785,35.38390,48.34620,12.16020,748.52000,1167.87000,
13,90,1,21651,0.69955,0.32248,0.36222,-0.76546,37.98200,22.89930,24.48870,-1104.28000,-672.07000,
14,90,1,24810,0.82640,0.26313,0.86326,0.35095,43.05600,20.52500,44.53050,650.60000,1151.21000,
15,90,1,25955,0.94828,0.17477,0.64234,1.41657,47.93120,16.99070,35.69360,3254.43000,3791.42000,
16,90,1,26429,0.84542,0.92380,0.21523,-0.61509,43.81690,46.95190,18.60920,-1180.92000,-672.19000,
17,90,1,26724,0.32745,0.88088,0.90136,1.06594,23.09800,45.23530,46.05450,568.70000,895.97000,
18,90,1,32111,0.05030,0.14432,0.07096,0.13496,12.01190,15.77300,12.83850,19.47000,173.20000,
19,90,1,35068,0.72290,0.83982,0.05560,-1.56156,38.91620,43.59260,12.22390,-2364.94000,-1914.96000,
20,90,1,35539,0.38615,0.97252,0.15176,1.88563,25.44600,48.90070,16.07050,1220.94000,1545.37000,
21,90,1,38517,0.42648,0.20983,0.44104,-1.19323,27.05920,18.39320,27.64170,-873.69000,-552.06000,
22,90,1,39177,0.54143,0.75715,0.47640,-2.05790,31.65730,40.28600,29.05580,-2062.41000,-1671.49000,
23,90,1,39229,0.72798,0.24233,0.86220,-0.29332,39.11910,19.69340,44.48790,-448.88000,11.50000,
24,90,1,39274,0.13781,0.17307,0.60218,-0.55289,15.51240,16.92300,34.08720,-133.04000,78.09000,
25,90,1,39309,0.97766,0.49473,0.89815,-1.58894,49.10640,29.78920,45.92590,-3831.63000,-3259.85000,
26,90,1,40599,0.67566,0.26170,0.62455,0.04952,37.02650,20.46790,34.98190,67.89000,498.60000,
27,90,1,42654,0.70384,0.95073,0.64692,0.71274,38.15370,48.02910,35.87670,1037.53000,1507.97000,
28,90,1,48167,0.89217,0.13687,0.65515,-1.42678,45.68670,15.47480,36.20620,-2978.07000,-2464.52000,
29,90,1,48929,0.11453,0.56744,0.19152,-0.15689,14.58140,32.69740,17.66100,-33.36000,167.81000,
30,90,1,49634,0.58550,0.42826,0.93763,-1.98074,33.42010,27.13030,47.50530,-2212.29000,-1798.46000,
1,91,1,1121,0.46067,0.33181,0.36540,-0.52351,28.42680,23.27230,24.61600,-423.04000,-85.88000,
2,91,1,1700,0.93408,0.65204,0.81653,0.65581,47.36330,36.08180,42.66110,1471.16000,2028.54000,
3,91,1,2438,0.61472,0.76304,0.92187,-0.77737,34.58890,40.52150,46.87500,-930.04000,-491.76000,
4,91,1,5589,0.16142,0.27234,0.53558,-0.62997,16.45690,20.89350,31.42300,-170.62000,51.27000,
5,91,1,6236,0.97672,0.18731,0.79949,0.28118,49.06870,17.49230,41.97950,677.02000,1232.18000,
6,91,1,7591,0.55611,0.21895,0.71140,-1.04300,32.24460,18.75810,38.45600,-1084.42000,-699.76000,
7,91,1,8809,0.08410,0.81780,0.93493,-2.13265,13.36380,42.71210,47.39730,-380.87000,-152.12000,
8,91,1,9457,0.14433,0.41288,0.98722,0.48956,15.77310,26.51510,49.48900,121.80000,360.53000,
9,91,1,14730,0.95458,0.32362,0.41091,-0.76647,48.18330,22.94490,26.43660,-1779.45000,-1243.24000,
10,91,1,15529,0.82077,0.76880,0.43000,-1.92810,42.83070,40.75210,27.19990,-3537.05000,-3035.79000,
11,91,1,17763,0.11370,0.28950,0.51859,-1.95843,14.54790,21.58020,30.74370,-414.49000,-211.68000,
12,91,1,19156,0.27481,0.55903,0.97899,-0.82838,20.99250,32.36130,49.15970,-365.05000,-68.61000,
13,91,1,24204,0.18533,0.11572,0.16308,-0.05164,17.41320,14.62880,16.52310,-15.66000,194.62000,
14,91,1,24810,0.82640,0.26313,0.86326,0.35095,43.05600,20.52500,44.53050,650.60000,1151.21000,
15,91,1,27347,0.40961,0.32346,0.31228,-0.88796,26.38460,22.93830,22.49110,-618.15000,-303.87000,
16,91,1,28672,0.11754,0.45483,0.97957,-1.33443,14.70160,28.19330,49.18270,-288.42000,-59.03000,
17,91,1,30200,0.37491,0.33591,0.52307,-0.12571,24.99650,23.43640,30.92270,-78.55000,230.78000,
18,91,1,31467,0.36443,0.31435,0.57200,1.62604,24.57740,22.57380,32.87990,982.20000,1288.43000,
19,91,1,36764,0.39580,0.47141,0.22721,0.11166,25.83200,28.85630,19.08860,74.51000,385.78000,
20,91,1,37651,0.86207,0.20963,0.09749,-0.73565,44.48270,18.38500,13.89970,-1455.64000,-973.53000,
21,91,1,38625,0.07506,0.49322,0.97542,-1.41832,13.00230,29.72870,49.01680,-239.78000,-26.01000,
22,91,1,38693,0.05503,0.84153,0.36589,-0.52984,12.20110,43.66110,24.63580,-78.88000,116.43000,
23,91,1,38709,0.97610,0.31320,0.60842,-0.28677,49.04400,22.52810,34.33690,-689.76000,-137.46000,
24,91,1,40818,0.71297,0.65070,0.44253,1.12332,38.51880,36.02820,27.70120,1666.67000,2120.58000,
25,91,1,41259,0.61902,0.34592,0.69408,0.66899,34.76060,23.83690,37.76340,808.34000,1222.55000,
26,91,1,44690,0.30230,0.87626,0.09334,0.26483,22.09220,45.05030,13.73360,129.25000,413.96000,
27,91,1,45862,0.27325,0.44286,0.78584,0.55021,20.92990,27.71420,41.43360,241.03000,524.47000,
28,91,1,46095,0.66862,0.99868,0.43917,-0.42660,36.74480,49.94720,27.56680,-575.99000,-126.03000,
29,91,1,46748,0.00337,0.06772,0.00898,0.01103,10.13460,12.70860,10.35920,1.13000,130.55000,
30,91,1,46788,0.92614,0.69750,0.93773,0.36996,47.04560,37.90020,47.50920,818.82000,1379.69000,
1,92,1,6004,0.02262,0.29407,0.95061,-0.01020,10.90490,21.76260,48.02450,-1.21000,182.62000,
2,92,1,6629,0.49569,0.84084,0.62027,-0.23070,29.82740,43.63360,34.81090,-205.24000,176.47000,
3,92,1,8938,0.57044,0.94979,0.93331,1.38918,32.81750,47.99150,47.33230,1496.13000,1924.63000,
